worm,frame,posCentroidX,posCentroidY,a_1,a_2,a_3,a_4,a_5,meanTheta,maxArclen,posHeadX,posHeadY,posTailX,posTailY,area,Speed,AngularVelocity,VelocityTailToHead,posMidlineX,posMidlineY,velocityMidline,a_1r,a_2r,a_3r,a_4r,a_5r,posMidlineRevX,posMidlineRevY,velocityMidlineRev,direction_angle,cos_direction,sin_direction,direction_angle_velocity,led,sec_Time,mm-sec_Speed,rad-sec_AngularVelocity,mm_maxArclen,mm-sec_VelocityTailToHead
33,2672,1097.2751256281401,378.00251256281405,0.31802275904916627,0.31175875341228554,0.6009341517561012,0.35627443801353004,0.39247401881691335,1.34930696138748,82.0121933088197,1092.0,346.0,1105.0,402.0,796,0.35194016800556266,0.5102896817787723,0.33591904331087313,1095.66793262271,382.222004157538,-5.411589476578691,-6.092966827004041,2.85720186338016,1.1461174919483998,-1.48131925131634,0.308591416553256,1089.87070979646,380.01948738517996,4.3856536759524305,0.21446048332145407,0.3869351464003253,0.01295139987832411,0.5045101562483144,0,534.4,0.137370630787373,0.324124976031328,0.8536349857009465,-0.1366287057155297
33,2673,1097.9031847133801,380.659872611465,0.17179737400420794,0.346234149011524,0.5387204099950365,0.32496015517544913,0.39053431180736925,1.5346978458229,86.25483399593901,1092.0,349.0,1098.0,400.0,785,0.364076198195736,0.5158719186447952,0.3304661284196244,1101.70884495673,382.709459436313,-6.00253225516669,-6.828754390220669,1.7448624580513201,5.09122212184481,-1.7045332200920502,0.11770770707014698,1095.52362084932,380.89699275032007,5.71316923236932,0.23207856010130778,0.4415793762163014,0.0034246978385619187,0.5176180767798537,0,534.6,0.14210761245083678,0.4999654373110475,0.8977950840493206,-0.14116929786590215
33,2674,1098.86206896552,383.49336870026497,0.10798034789774169,0.41863483797489653,0.48546858418881944,0.29510564155762914,0.48674423463449024,1.6228055080269599,85.254833995939,1091.0,354.0,1095.0,398.0,754,0.3988463161391893,0.48504368959427463,0.3182079495921831,1106.03548649526,383.333224465474,-4.36281282040538,-6.28588443408096,0.23200996474724103,7.34410301830984,-1.8888983291764398,-0.7349424389468799,1100.2250341112301,381.394766077313,4.6891907684908,0.23627679142926322,0.45473212697874077,0.0020533967661480745,0.5041982313279554,0,534.8000000000001,0.155679217708376,-0.471123777780349,0.8873864490493204,-0.15137657079639816
33,2675,1098.41973684211,382.20131578947405,0.13220504250982082,0.4175573162161911,0.5164980274745935,0.2403076390462817,0.45744964019081275,1.57043492982806,80.254833995939,1092.0,356.0,1098.0,399.0,760,0.18208952287570532,0.9981053216317762,0.5837990045101044,1104.85594560998,382.977383227978,1.22894906367684,-6.6391110148746,0.377810058898383,6.256072710421409,-2.6732851410062595,-0.587181782235354,1098.69731049761,381.162437219205,-1.539583028328,0.22866094223348338,0.4309019840442682,0.004797552317255371,0.4923841508042202,0,535.0,0.07107387815082268,15.69031763140095,0.8353432740493204,0.06977866144550648
33,2676,1097.73307291667,379.864583333333,0.17220101239260663,0.46034869206233014,0.6301765627873677,0.18587525353103498,0.5690538140910502,-4.68847106211312,78.4264068711928,1096.0,361.0,1100.0,401.0,768,0.32473786811529065,0.5069890375056431,0.64959133198307,1099.87400492109,382.664030463299,4.95970897900932,-8.53173900981203,-0.48105767008834993,2.85173019082823,-3.51592701387947,-1.7224066618322,1093.4346137612,380.92086998800903,-5.17241000362708,0.2348468286847526,0.45024814048950057,0.0024814048950054235,0.5061858864512693,0,535.2,0.12675292518141645,0.2201546814277575,0.8163118434837378,0.12456332829550945
33,2677,1097.01052631579,377.552631578947,0.27384324508755375,0.4457098703429435,0.7779992589662806,0.24452346459769,0.3951364610008997,1.74150618137871,80.66904755831209,1101.0,367.0,1105.0,401.0,760,0.3229638990502413,0.4972860094492835,0.6487837205191149,1091.0972297770402,380.14266604155404,9.07723359944555,-10.563545326421501,-0.13608882510811302,-2.39329975869596,-3.5206576444812994,-0.6550688749206011,1086.9133855718198,379.46974340093396,-6.602254903479,0.23207856010130778,0.4415793762163014,0.0034246978385619187,0.4972317314165552,0,535.4,0.12606050279938455,-0.0854907023475705,0.8396546718321117,0.1238908376465778
33,2678,1096.39421813403,375.722733245729,0.37645594515621955,0.42946304415451647,0.8325791731284589,0.35917716558222335,0.32718809433259377,1.77916561721358,80.9116882454314,1105.0,370.0,1109.0,400.0,761,0.2574529492224467,0.49651470532067077,0.6184562415826037,1088.2670370722901,378.536415754271,3.2282736987443705,-10.3127054740061,0.282276481304056,-5.497282863600679,-2.5195820093023,0.37245406343077003,1083.86095954002,377.44730002996005,-3.66159003646046,0.22962732395371893,0.43391813995449097,0.004386049658682667,0.4975487638524111,0,535.6,0.10049001861077142,-0.10978678239887049,0.8421802301804859,0.09863742446371145
33,2679,1095.9010695187199,373.68449197861,0.533461577104528,0.375652421376716,0.8596601240931294,0.47703147995562284,0.4582622964354821,1.8687101882461399,82.08326112068521,1112.0,372.0,1112.0,396.0,748,0.27960680391592135,0.5138857709977368,0.6273900791949812,1083.28534171415,374.29064850394303,5.89826105817062,-8.61374612638932,1.71154162218257,-8.861316142456939,-0.9185447500630541,0.0481413669536648,1081.8531421997197,372.714491573983,-5.13700669939551,0.2506672497150958,0.5,0.0,0.5210399257613768,0,535.8000000000001,0.10913719580245337,0.43740178642870853,0.8543747046149033,0.10607654899517355
33,2680,1096.08536585366,372.93495934959395,0.6018849139612379,0.34829959146720046,0.849102173528947,0.5059508305253556,0.49858221984590406,1.9381623431447101,84.3259018078045,1115.0,372.0,1112.0,395.0,738,0.1029143593076028,0.5759500031466632,0.547942100044871,1081.23358485306,371.046145630963,3.4253500368107797,-7.34850863258003,2.51334289419101,-9.769683000564411,-0.447964654929103,-0.0247578808027994,1082.09298694848,369.551219802207,-3.1195052950376896,0.271254954025558,0.564669592033884,0.004199794406889112,0.5205877043104622,0,536.0,0.04016992585779608,2.39242509911989,0.8777175329632771,0.039920946407117255
33,2681,1097.47195622435,372.035567715458,0.8160476781924976,0.3562103390520785,0.7631055335552809,0.5219791393778491,0.5104024045702568,2.09917390589872,82.66904755831209,1124.0,368.0,1108.0,388.0,731,0.22036487591254802,0.6197273231463575,0.5980314382579962,1086.22780508435,362.796786616284,8.213211877618969,-1.7670672494697,3.50061790731879,-11.416583584443199,-0.12325136587661699,0.0737293182924376,1088.23883334271,361.848896454673,-9.03101344565652,0.35776898657597717,0.8123475237772122,0.10956559527848486,0.5865140325504191,0,536.2,0.08601366016001173,3.7714106791102604,0.8604719418321117,0.08162987831670451
33,2682,1098.28337874659,371.450953678474,0.7935261524394933,0.3380512180138925,0.7704831745246054,0.5250006744198376,0.47946166550415886,2.08434928039949,80.4264068711928,1123.0,368.0,1108.0,389.0,734,0.133345338249132,0.49223428019020626,0.5592093606752105,1086.5070971345099,363.44812796175904,-0.136070883795287,-2.3860308361963303,3.74258093631553,-11.182322362721601,-0.0977292239530008,0.20763857996398002,1087.8059672027,362.91568631916,0.97077130185348,0.34911954907744835,0.7906190968595481,0.0931332643966325,0.4913505625014712,0,536.4,0.05204786180459331,-0.244620174008503,0.8371291134837378,0.049303090855479334
33,2683,1099.32345013477,370.90970350404297,0.8593209197115085,0.38375065290197596,0.7202190731329929,0.5774360895830438,0.5166676102968843,2.11215632720842,80.8406204335659,1125.0,365.0,1107.0,386.0,742,0.15633014887022664,0.5229377027408154,0.5679885784794938,1089.3403923005699,361.760737719075,3.1320453851032504,0.0655363597673169,3.19379769164868,-11.246607941950801,0.550288382383551,-0.0409311404764488,1091.6965843916198,360.31911868918996,-4.3689637136208495,0.3631476103702815,0.8253956867279842,0.12037169881735166,0.5140280612928331,0,536.6,0.06101938088819555,0.722537636335685,0.8414405112665292,0.056613464892769694
33,2684,1101.30446549391,369.657645466847,0.9069192873955321,0.465343480802055,0.6208411967327667,0.5188989775883043,0.476146467900771,2.2239438246386602,81.254833995939,1128.0,359.0,1102.0,385.0,739,0.31246891206517735,0.486697513830424,0.6428830076639281,1094.3494419135302,362.152036076951,4.77575711627388,3.55599227653579,2.1657916751831103,-9.76054949762802,-0.22126931382953602,0.38913265228712796,1097.42451645308,362.388770284859,-6.088971217892491,0.3753336248575479,0.8535533905932737,0.1464466094067262,0.5121860144872664,0,536.8000000000001,0.12196405938852412,-0.41902831434164506,0.8457519090493204,0.11897736824421057
33,2685,1102.9151846785198,368.69630642954905,0.9041532976218608,0.5577671112859945,0.5849263797414594,0.5368432710160215,0.5760935344819595,2.3095375495804302,78.4974746830583,1130.0,358.0,1100.0,383.0,731,0.250105365753848,0.5040549162765291,0.6158014379713538,1097.3730827249901,362.89043221063105,2.9565382898222,4.73945013271195,0.418032443221986,-9.033258464085051,0.000736328049501996,-0.35462680163317895,1100.79220758998,364.03277998207494,-3.72281086693304,0.3897240831433804,0.884110639798688,0.1799078001677601,0.5143904582858325,0,537.0,0.09762208176353912,0.127729862710666,0.8170515623976945,0.09642679387833993
33,2686,1108.54237288136,366.245110821382,0.7337191090783096,0.769939936943097,0.5261654046927501,0.5484205833484167,0.6648990303884426,-3.6766447702320098,80.4264068711928,1141.0,357.0,1092.0,380.0,767,0.8183843919398186,0.5202028724455325,0.8834668225364819,1105.85294710178,367.34482898739304,9.53379270137245,4.20650452233342,-4.35379028212456,-5.07018727906939,-0.110538797554335,-0.9941498833743879,1109.0846834737401,369.281699654206,-9.71973066075102,0.43033979381531645,0.9526184720365144,0.2875464314930647,0.5406157106719359,0,537.2,0.31943492209032714,0.6363904820342748,0.8371291134837378,0.3193093013668302
33,2687,1112.0222222222199,365.299346405229,0.6021178559521371,0.7870508599779055,0.5311320928024473,0.5931163777643408,0.5710657861113121,2.77785321267724,83.4264068711928,1147.0,359.0,1088.0,379.0,765,0.480810829347232,0.5230857723355998,0.7249546315342794,1110.3397335726402,368.63491430664595,4.5231149070959695,1.9760370404151002,-5.3536572752802405,-3.0010289131521497,0.23311606738908303,-0.29745834638455604,1114.20745674679,370.48536061448095,-5.15354103158217,0.448122753503184,0.9735329397078993,0.33948035942105104,0.5177829596878676,0,537.4,0.1876719196081797,0.7272018285713949,0.8683550184837378,0.18731765569525843
33,2688,1114.8185328185302,364.7425997426,0.5172646531769445,0.7542410934232585,0.5268125996167531,0.6339524161686675,0.633477344380115,2.88852291399074,81.8406204335659,1149.0,360.0,1086.0,375.0,777,0.38015949395279336,0.5109274019433386,0.6780763926159694,1113.0326779520801,368.007686570397,2.7647178854100605,0.580093423536629,-5.1572901292629005,-1.44915810294604,0.978442777100625,-0.7692705810010849,1117.2677439338302,370.19392580044797,-3.0515394385006203,0.4628979077985871,0.9864031073426834,0.38418973634698017,0.514775154295403,0,537.6,0.1483853058889212,0.3442131612151655,0.8518491462665292,0.1482825766777279
33,2689,1121.02971576227,363.861757105943,0.43087837359430753,0.611096143649882,0.5289665962046632,0.6918974405029582,0.5440382496898781,3.0186835651555097,85.5979797464466,1157.0,361.0,1084.0,370.0,774,0.8364440852526945,0.508834008265871,0.8920181761370506,1117.83757622134,364.712738092334,5.816938501673219,-1.44010657500819,-2.8831688317155497,0.14683897841056198,1.9139692137017599,0.0741602236765427,1122.81633262591,367.978860211002,-5.89079961757483,0.48052878484056244,0.9962428151702885,0.4388193789516083,0.5176308770419753,0,537.8000000000001,0.3264840505722374,0.278271260374936,0.8909581279181551,0.3264299349743924
33,2690,1124.30998702983,363.543450064851,0.42272545124204086,0.446684004458333,0.5020984603316347,0.6933466925658242,0.49595286902992913,3.0281816660397594,87.35533905932729,1163.0,357.0,1086.0,366.0,771,0.439423844215648,0.5070067065754533,0.7059402778981544,1122.4517507174,361.227038885596,5.76814513903459,-1.55384175540733,0.326048195048991,1.16881053769964,2.3886320505394703,0.56902280054749,1127.08009148033,365.368255892558,-4.99576002636111,0.4815309261576389,0.996619185735508,0.44195360166727826,0.5010021413170765,0,538.0,0.17151759347333662,0.22071125712678,0.9092498395697811,0.17148457805028092
33,2691,1129.9113110539802,362.95629820051397,0.4400295014746454,0.3688296937296805,0.49068235971285407,0.6231162529462183,0.49046434082324475,3.01264654003998,81.28427124746192,1163.0,356.0,1091.0,365.0,778,0.750935157849936,0.49877644493912904,0.851931070945535,1125.50445799989,360.473806516488,3.05001006027756,-1.2769817820626999,2.0828499538818703,1.3225517464127,1.8483370890326003,0.34575223000648997,1128.6025475783001,362.557053869144,-2.6641021231320603,0.48026111197670457,0.9961389383568338,0.4379826327053958,0.4987301858190656,0,538.2,0.29310787938429,-0.038541984417435046,0.8460583106558257,0.2930497706413914
33,2692,1132.6585051546401,362.30412371134,0.4980091385098209,0.30916865354017553,0.4374615005882377,0.5591416478952959,0.530523765229633,2.9005663501836603,87.94112549695421,1166.0,348.0,1093.0,365.0,776,0.3764726813993613,0.47958102182604906,0.676469950760413,1130.1479141120199,358.76367815738604,4.92078297359028,0.748323103442527,3.74234689835172,1.7299588452555401,1.48431332865654,-0.0616685807544536,1133.46577790722,360.64874424556297,-5.16346938008038,0.4636827229544086,0.9869697644020563,0.38659608226253483,0.4834216109777041,0,538.4,0.14694625512944162,-0.6431978124794548,0.91534707678699,0.1469449072981682
