worm,frame,posCentroidX,posCentroidY,a_1,a_2,a_3,a_4,a_5,meanTheta,maxArclen,posHeadX,posHeadY,posTailX,posTailY,area,Speed,AngularVelocity,VelocityTailToHead,posMidlineX,posMidlineY,velocityMidline,a_1r,a_2r,a_3r,a_4r,a_5r,posMidlineRevX,posMidlineRevY,velocityMidlineRev,direction_angle,cos_direction,sin_direction,direction_angle_velocity,led,sec_Time,mm-sec_Speed,rad-sec_AngularVelocity,mm_maxArclen,mm-sec_VelocityTailToHead
23,3,624.0,1436.09587217044,0.41844022199226,0.6163852608309239,0.5187367066273636,0.57578055172189,0.41869161622530215,-0.6143931868971441,82.66904755831209,596.0,1455.0,656.0,1413.0,751,0.32253685605346,0.5144752898073979,0.6509830496653382,624.723158345456,1431.20891953678,-1.0007116188757,-1.3732772977492902,-2.7961558142572303,0.726828278374971,0.332166440678594,0.843720577229444,621.699528839427,1433.07412159612,0.603438751600652,0.9017248713016801,0.09038403974047976,0.7867311721816641,0.5,0,0.6000000000000001,0.12589381774557662,0.455971628933034,0.8604719418321117,0.12572219882799893
23,4,622.434666666667,1437.2466666666699,0.39796685605305626,0.5396732284672583,0.5231727315807796,0.6067884150473016,0.49251729997509586,-0.602488468666328,77.254833995939,595.0,1456.0,652.0,1417.0,750,0.259044274791144,0.4880252995520241,0.6213572567779831,623.986857962208,1434.81884181713,3.55802225450617,-2.10044966271119,-1.4701012304186898,1.0339224523922301,1.08810489856841,0.2479730585621,620.4853409170851,1436.0317425548099,-3.1912007669791604,0.9034194349504824,0.08734636937508417,0.7823419577959951,0.5016945636488024,0,0.8,0.10111115088560903,-0.37720306411124005,0.8041173690493204,0.10105307317398028
23,5,618.5159151193631,1440.09946949602,0.4259344665351296,0.41722697776782897,0.5028220383597518,0.6465442640090608,0.48977152780024086,-0.6402419153243111,81.08326112068521,592.0,1462.0,650.0,1419.0,754,0.6462898926115226,0.5007431572165698,0.8029369293802269,622.8714539975309,1439.5798862128102,4.71644438664293,-1.6198244701398399,1.00203628618114,1.18094001788543,1.9187897063414898,0.47357326048032594,617.975399396355,1439.72012105983,-4.43539977340856,0.8974018498921084,0.0983441141919385,0.7977793636163215,0.4939824149416259,0,1.0,0.2522623397115193,0.02340945232194745,0.8439660696149033,0.25225279892215546
23,6,616.976744186047,1441.4377564979502,0.4482516936513267,0.389872094238578,0.4885428306989123,0.6053306697336158,0.5057081850400698,-0.6605717916520351,81.9116882454314,591.0,1465.0,649.0,1420.0,731,0.27194964440723735,0.48628023430611533,0.6272776350087912,621.579756714318,1441.14636677893,2.0234763513858898,-1.00328091399074,1.7382892944309198,1.21797410268602,1.59435031297348,0.28711005502861103,616.935859940805,1441.6311565412,-2.16192999724759,0.8939276551271224,0.10495742259064345,0.806498551438294,0.49652580523501394,0,1.2000000000000002,0.10614842405267451,-0.43217261935736706,0.8525888651804859,0.10598291775402054
23,7,613.777777777778,1444.43507362784,0.4994898526724348,0.3453886581995595,0.46847236086693295,0.5312471141667054,0.44028746997206974,-0.7265791406342809,79.4974746830583,591.0,1469.0,644.0,1422.0,747,0.5845004865832694,0.49410035013029024,0.7738817908132463,618.0021518951361,1444.60735121534,4.97537404676705,0.150572227979842,3.0140702757412203,0.9629278950253422,0.771818719616379,0.64007590167845,614.7036474663021,1445.57396509281,-4.32765850962483,0.8835115310021513,0.12590616992167536,0.8317435851637972,0.48958387587502894,0,1.4000000000000001,0.2281444627150404,-0.1858389708958575,0.8274601973976945,0.22805885187982333
23,8,612.405405405405,1446.0175675675698,0.5249518047524652,0.3533900568541945,0.44629719560134035,0.47972100306749826,0.5188570159663628,-0.7832472454942809,83.3259018078045,591.0,1473.0,643.0,1422.0,740,0.2792909434092107,0.48356778550815727,0.6304915687407582,615.9018606176741,1445.20748529039,2.05352130365834,1.1564155909358,3.1267748306880896,1.0760828335388901,0.3757892521210539,-0.17614048849800895,612.773581857841,1447.67566109156,-2.78181193010257,0.8755401465121356,0.1430308757018785,0.8501043334462346,0.4920286155099842,0,1.6,0.10901390792288693,-0.517614756493045,0.8673088979632771,0.10865913085586197
23,9,610.305444887118,1448.26826029216,0.5405269300727226,0.39628999823116046,0.45011858918519415,0.3952142285186317,0.48909176173189794,-0.7954793987152851,81.9116882454314,589.0,1475.0,640.0,1423.0,753,0.410429626804136,0.5057712414651111,0.6923291360602499,613.02525317365,1445.7688904567099,2.7923598541356003,1.49306790283308,2.5033307381336605,0.7401893298298341,-0.7971709566917891,-0.101496726128782,611.369304687466,1449.50125646334,-2.0991368184133603,0.8724581043425772,0.1498956665537654,0.8569691242981216,0.4969179578304416,0,1.8,0.16020045977536476,0.181794106151001,0.8525888651804859,0.16015070524658456
23,10,611.807639836289,1446.4461118690301,0.5201798886689947,0.36816516629273954,0.46135582967392885,0.46373018224948176,0.4951375070313331,-0.7848963824937859,80.3259018078045,589.0,1474.0,640.0,1423.0,733,0.31487040131153204,0.9889324770588716,0.3530833911531881,614.334256080072,1446.71443632607,-0.459105511579249,0.7709690592810949,2.8024428850970096,0.7984000908935259,0.06221201279973,0.0433712784626917,611.862420318098,1448.96391147792,0.717445678871979,0.8739991254273562,0.14644660940672627,0.8535533905932737,0.5015410210847792,0,2.0,0.12290141784485017,15.401373027354452,0.8360829929632771,-0.12233611090460461
23,11,614.451436388509,1443.91108071135,0.439581109809345,0.3934037257524395,0.49278580574499126,0.5346031431693362,0.4657580700092715,-0.6807065490956441,74.9116882454314,591.0,1466.0,644.0,1423.0,731,0.4883722292572907,0.5185633208421727,0.27185968094229307,618.408001989508,1442.31458468509,-5.933033438095619,-1.22496791675911,1.75290639979545,1.33047392762641,0.6887206545576279,0.394006533985658,615.863174632894,1443.9686840611998,6.377936946750361,0.8904741001030775,0.11171900681415531,0.8150204284337985,0.5164749746757211,0,2.2,0.19062331410562144,0.58474460652844,0.7797284201804859,-0.1899703484386623
23,12,617.233516483517,1441.71291208791,0.40845249251249377,0.45063937147987687,0.5014126307006406,0.6107413282424892,0.5051214828592278,-0.6470134379716329,79.4974746830583,591.0,1464.0,648.0,1421.0,728,0.4727586173302013,0.5151926583531246,0.27844990959050187,620.5586316435019,1439.89937265651,-3.11946948163109,-1.73581414071917,0.34853649303438694,1.4967326236156597,1.4635242698553899,0.249550520450776,616.379514738331,1440.8951903264801,2.9842294122472697,0.8960778462975264,0.10084190208363708,0.801119266849186,0.505603746194449,0,2.4000000000000004,0.18452894945424236,0.47856873812342404,0.8274601973976945,-0.18448272556795878
