worm,frame,posCentroidX,posCentroidY,a_1,a_2,a_3,a_4,a_5,meanTheta,maxArclen,posHeadX,posHeadY,posTailX,posTailY,area,Speed,AngularVelocity,VelocityTailToHead,posMidlineX,posMidlineY,velocityMidline,a_1r,a_2r,a_3r,a_4r,a_5r,posMidlineRevX,posMidlineRevY,velocityMidlineRev,direction_angle,cos_direction,sin_direction,direction_angle_velocity,led,sec_Time,mm-sec_Speed,rad-sec_AngularVelocity,mm_maxArclen,mm-sec_VelocityTailToHead
256,5070,940.947521865889,401.225947521866,0.74608084620878,0.7848780521899424,0.5363671120477762,0.5794134228220794,0.67726234051045,2.80117812828107,75.254833995939,973.0,400.0,926.0,409.0,686,0.4995583938598507,0.5498826071597782,0.7329486006893525,938.479430349164,401.49106143425,4.03217576999865,4.2147902313079,-4.65814335212648,-5.580945614692791,0.22797424585271303,-1.1470472331361299,942.263130439074,403.56399733749396,-3.5336473812917397,0.4699684091904813,0.9910775959460731,0.4059638646060711,0.5222897437017102,1,1014.0,0.19498954060444143,1.571302125533015,0.7833000990493204,0.19397416039407508
256,5071,942.303519061584,401.01906158357804,0.67263658380354,0.759474826250471,0.4961485118495632,0.6333195996837159,0.69662178242129,2.90887323984524,68.35533905932729,971.0,399.0,923.0,406.0,682,0.18289184107636933,0.4897934430037767,0.5857286883964625,938.870017515126,402.165869506433,0.6437359971692801,3.8838726522799103,-4.49047382774015,-3.39427283554382,1.08679233904762,-1.2093667184473302,943.1870958087401,404.992594845475,-1.49673790080352,0.4770138891684224,0.9947664905316408,0.4278465534641357,0.5070454799779411,1,1014.2,0.0713870420557614,-0.321506545381034,0.7114857745697811,0.07138549149546008
256,5072,945.7384155455901,401.09417040358704,0.5109473274627582,0.7587369948612116,0.5222163748981118,0.558545501249114,0.6608540711963425,-3.12204127273804,70.76955262170041,976.0,405.0,920.0,403.0,669,0.458095675415544,0.5275026032567824,0.714711793961665,945.138902778519,405.088971637941,6.43102462196154,0.634314929118677,-5.14254283540784,-1.1727230320953101,0.18019746307204398,-1.24889464368298,948.4328878423989,405.887914384501,-5.31117354772974,0.5056665258221149,0.9996814271737748,0.5178457652562063,0.5286526366536926,1,1014.4000000000001,0.17880565395367523,0.866332002588645,0.7366144423525727,0.1787885389187627
256,5073,947.722551928783,401.213649851632,0.46741501257403256,0.7196280441726065,0.5239096343596398,0.6228013905906716,0.5743155403456156,3.2068429827142997,70.35533905932729,978.0,406.0,920.0,401.0,674,0.26503073282972933,0.5060764783148282,0.6241916520366044,946.807636390806,404.70278076503797,1.70111027744196,-0.297522074929217,-4.66562480607035,-0.470382963373949,0.9215992163222541,-0.685906848395404,949.42757889304,405.76799462140406,-1.00157932015622,0.5136498874911493,0.9981523844874696,0.542944171076506,0.5079833616690345,1,1014.6,0.10344780805549934,0.1914090669170855,0.7323030445697811,0.10341324807474815
256,5074,948.8781575037151,401.353640416048,0.4036844849585067,0.6327428793287091,0.5359213181163962,0.6320797522507758,0.5054408191323679,3.30355580918244,71.35533905932729,981.0,408.0,921.0,398.0,673,0.15520719358689333,0.5095886178729028,0.5726810390300701,950.136493504536,403.56562420091905,3.51767138702398,-1.9604404480228201,-3.3101650527513597,0.46498928315913496,1.11684479745654,-0.0434914036270866,953.2001385934391,405.138237012162,-3.77175478245861,0.5262140757800995,0.9931969619160719,0.5821994936526786,0.5125641882889502,1,1014.8000000000001,0.0605810646923157,0.30204146299643847,0.7427116795697811,0.060520833697676836
256,5075,952.450598802395,402.00748502993997,0.3967433409197096,0.549948912938068,0.5293912512534279,0.6412096481154342,0.5449945162197887,3.3356384403437205,74.18376618407349,985.0,409.0,922.0,396.0,668,0.4842377673394973,0.5095981008534001,0.7269291428793931,951.4344732017751,402.274798437115,1.66977047412352,-2.21780777071836,-1.7647764418075702,0.8531954210946859,1.5384042060416299,-0.0665078113241857,955.6217396118851,404.445537812279,-2.51176453509988,0.5323004833742163,0.9896833196098355,0.6010457643639343,0.5060864075941168,1,1015.0,0.18900953513622382,0.30234017688210096,0.7721517451353638,0.18896181315842245
256,5076,952.8325791855199,402.085972850679,0.4038793860212421,0.5408508807046439,0.5200379644307891,0.6883089304371475,0.511949921702113,3.31892152613495,74.76955262170041,985.0,408.0,921.0,396.0,663,0.05199476060727453,0.5034340236268776,0.5243688937519606,950.970631381554,401.93706920081,-0.31757861244455104,-1.9326703791841702,-1.59641900152832,0.9245248000390729,2.0700530537340702,0.30280437076710903,954.5283744729302,405.14806927764397,1.27191293521141,0.5294203095231261,0.9914360934671609,0.5921442675250926,0.49711982614890987,0,1015.2,0.020294793580216915,0.1081717442466435,0.7782489823525727,0.020291754023337393
256,5077,955.60094637224,402.605678233438,0.40990441094777874,0.4721454061874987,0.5150178338453816,0.6879457980000433,0.5023258112044453,3.3328429091568,75.35533905932729,988.0,408.0,923.0,395.0,634,0.37556358989004135,0.497288040855289,0.6760331235994512,953.6713767650591,400.647172125277,2.97521159907396,-1.9763832600006899,-0.230517890944996,1.04685231322003,2.25901350326928,0.40527872703817897,956.977622315605,404.241274770122,-2.6116270580967997,0.5313326285476001,0.9902903378454601,0.598058067569092,0.501912319024474,0,1015.4000000000001,0.1465914150587943,-0.0854267130583965,0.7843462195697811,0.1465811653330559
256,5078,959.452076677316,403.380191693291,0.43905721930473546,0.368721728663184,0.4958931045114285,0.5971167770880775,0.559544874856171,3.3183454743086602,74.9411254969543,992.0,407.0,927.0,395.0,626,0.5237654390392134,0.5020469415192621,0.7454839926751593,957.309547448054,400.00332324421504,3.6937676480284103,-1.39846057522689,2.10254265747442,1.2282905496474,1.68029903473784,-0.261501700863423,960.521610500056,402.163325486222,-3.8413717123774203,0.5289777544652233,0.9916910901936133,0.5907737397280517,0.49764512591762317,0,1015.6,0.20443812694976285,0.06447865785675701,0.7800348217869909,0.20441226617561645
256,5079,960.694006309148,403.49842271293403,0.44449217189922124,0.353296953962496,0.4964184796917524,0.5692053240823411,0.5359080362750549,3.31558263102394,76.76955262170041,994.0,407.0,928.0,395.0,634,0.16633929365021602,0.4835631134553865,0.5776904376861588,958.506128750051,399.85786863925597,1.20431133857747,-1.38016938208661,2.47679760427698,1.1747425638304398,1.35274817882872,-0.169305377322533,962.3428483725951,401.50053131308096,-1.89586432292321,0.5285481745702346,0.9919349550499537,0.5894427190999916,0.49957042010501135,0,1015.8000000000001,0.06492618851365406,-0.517761926155325,0.7990662523525727,0.06469211395228468
